"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","modelPredicted","predictVal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
"65",613,150.91533,61.43335,0,0.576880437414652,0.738781470608172,FALSE,1,245.83,174.89,305.87,1006.14,796.95,800.26,1285.49,74.44,548.6,1128.63,1934.38,1044.17,1911.95,1911.95,61.51,358.31,703.87,1310.71,1486.02,1864.3,1634.17,27.37,496.05,1138.42,1353.57,1415.55,1549.79,1654.26,58.52,434.4,1216.66,1466.99,2378.36,1189.29,1719.37
"66",619,151.0027,382.598,0,0.650606782494455,0.15512836768007,FALSE,1,319.3,913.49,2468.58,2294.25,2039.39,1670.27,2668.43,1754.23,1957.83,1724.43,1301.97,1178.15,1117.06,1117.06,2352.1,2191.93,2685.85,2113.11,1809.13,2630.03,1964.3,2096.24,2343.93,1971.61,1964.4,1753.12,1818.51,1842.52,1879.9,1698.35,1976.42,2173.09,1428.57,1811.28,1926.03
"67",627,151.03908,476.862,0,0.765312930877324,0.0168524209932211,FALSE,1,226.7,486.9,1731.12,2048.4,2157.29,1839.09,4187.08,124.52,509.16,1284.84,486.95,686.85,801.46,801.46,132.35,571.62,1038.55,1509.92,2184.8,2517.37,2703.73,114.04,486.32,1534.96,1641.22,2422.66,2612.37,2962.82,135.12,475.48,1274.46,2019.73,1782.29,1931.33,3188.13
"68",650,152.16338,724.655,0,0.324147948156203,0.075906301924151,FALSE,1,0,0,0,0,0,0,0,1445.57,2049.18,1838.53,1845.73,2015.35,1873.12,1873.12,1047.92,1575.36,1999.16,247.11,0,0,0,1242.93,2038.39,1925.85,220.27,29.91,0,0,1179.56,1504.28,2035.89,357.2,0,0,0
"69",662,152.97727,1065.095,0,0.647887027344355,0.50946333608707,FALSE,1,135.22,625.92,759.55,1098.76,3955.97,1212.54,4978.41,169.03,575.25,1421.5,1121.42,2848.57,2234.33,2234.33,176.59,557.44,579.93,1683.58,1703.79,1711.7,1541.7,166.18,553.4,1175.46,1348.12,1588.99,1449,1910.15,141.68,477.97,928.89,2079.78,1648.35,1223.02,1963.32
"70",671,153.01828,530.3655,1,0.00397212058433294,0.00119742296808709,FALSE,1,52.88,183.61,431.49,466.96,431.19,451.52,412.32,337.9,393.3,438.42,106.52,170.08,279.37,279.37,174.09,187.28,304.43,715.32,1104.16,1709.44,2810.63,275.79,324.48,340.45,920.22,1548.54,2525.38,3431.38,326.49,429.98,366.53,1067.64,1789.12,2283.29,4093.68
"71",688,154.34924,138.067,0,0.725065715810894,0.0221385203922182,FALSE,1,0,0,0,0,77.27,158.35,0,0,0,467.55,1422.78,1476.88,1478.51,1478.51,0,0,487.02,567.23,520.08,313.59,0,0,0,430.73,649.63,462.1,267.01,0,0,0,479.56,789.12,564.05,563.5,0
"72",731,156.52441,1071.47,0,0.0852075787160818,0.0247510721309685,FALSE,1,0,0,0,32.71,0,0,0,0,0,0,0,0,23.99,23.99,0,10.37,0,1057.44,2181.01,1453.57,0,0,0,0,1247.64,2240.18,1966.22,0,5.6,0,0,691.21,2109.47,1437.98,393.22
"73",739,156.89379,10.094,0,0.414472119316734,0.741288606689985,FALSE,1,0,0,0,0,3359.76,0,0,0,0,0,4869.75,3717.63,3918.01,3918.01,0,0,0,5312.21,5858.68,7336.85,3405.23,0,0,3405.25,0,3802.22,6028.7,5888.21,402.66,0,0,5610.99,3086.22,0,4265.34
"74",748,157.01333,146.663,0,0.767586835958149,0.0165186662681812,FALSE,1,17.42,52.99,120.87,4775.16,5824.53,5164.11,4821.97,75.14,66.31,90.95,328.93,331.04,293.29,293.29,86.76,84.24,134.38,8491.36,10807.52,11430.05,10116.85,87.74,62.38,110.98,10980.94,9289.06,10946.83,10075.93,78.65,72.57,104.51,8590.13,9209.98,8254.98,8103.82
"75",752,157.01337,218.5245,0,0.657384061712088,0.0808239263836622,FALSE,1,139.78,469.4,1197.94,1608.88,1585.68,1790.39,1607.74,999.02,458.06,969.78,900.94,960.43,916.26,916.26,1091.83,438.31,1074,1126.75,1434.48,2035.58,1674.34,1106.91,563.36,1156.87,1355.94,1545.21,1800.94,2594.74,933.47,373.47,871.22,956.07,1254.28,1453.81,2044
"76",756,157.01081,1147.43,0,0.312285576826424,0.208456090764189,FALSE,1,293.79,877.28,1951.95,2538.78,2256.01,2410.38,4297.7,292.11,940.88,2210.72,3094.55,3482.1,3851.61,3851.61,281.66,932.47,1504.21,2758.42,3055.74,3106.4,2155.1,239.66,842.79,2140.31,2570.54,3301.5,2705.08,2366.19,270.72,961.37,2088.21,2809.81,2902.8,2921.28,3396.88
"77",763,157.58123,1072.435,0,0.0476267740841438,0.0172509271235088,FALSE,1,0,0,0,0,9.43,0,9.35,35.85,37.78,0,9.55,462.05,0,0,37.65,33.17,0,3538.88,6022.82,4806.41,0,35.24,43.69,0,3725.63,6185.77,6144.49,24.3,38.08,35.75,0,2430.71,6102.43,4750.18,1396.06
"78",781,158.08131,415.1665,0,0.672118809544175,0.0136197388119484,FALSE,1,13.17,39.25,168.25,3351.3,3740.31,3410.14,6571.88,35.44,79.13,268.67,134.43,199.22,185.68,185.68,25.56,49.37,221.45,3199.15,3413.19,3249.5,3515.98,25.71,62.32,219.09,3468.28,3506.12,3663.12,3988.14,18.78,83.77,270.8,3411.02,3418.73,3690.72,3721.68
"79",793,158.97759,7.06332,0,0.649021444164803,0.0283950001297748,FALSE,1,0,0,0,2186.03,2503.61,2089.35,2449.29,0,0,0,2052.05,6334.6,6052.42,6052.42,174.63,673.47,0,0,2337.75,2230.85,0,0,0,1333.37,2341.36,2127.23,1981.52,2062.47,191.41,0,0,2149.46,0,0,1018.51
"80",795,158.97758,1132,0,0.512052149434797,0.0534447909457718,FALSE,1,141.78,378.54,984.27,1304.17,2041.27,1817.21,1377.56,120.48,472.47,1050.04,989.47,939.45,850.42,850.42,155.11,415.9,1205.18,998.37,1609.77,1693.77,1837.42,164.75,524.74,823.26,1065.49,2032.81,2476.38,1974.62,147.21,542.55,966.93,939.06,1215.05,1578.61,1981.97
"81",815,159.16227,759.195,0,0.523505003530101,0.744459370579132,FALSE,1,0,0,0,0,0,0,0,1246.78,1613.15,1331.8,877.64,756.13,956.72,956.72,1241.64,1307.43,1269.81,489.01,520.26,492.97,596.41,882.39,1650.84,1011.09,423.37,414.07,493.68,801.04,751.95,1325.39,1307.76,706.92,775.93,743.59,731.72
"82",822,159.89285,8.30099,0,0.737691345214546,0.679057308159838,FALSE,1,0,0,0,0,1543.36,0,0,0,0,0,4945.58,4250.76,4825.1,4825.1,624.81,0,0,0,6827.58,6194.46,0,0,0,4007.96,6416.83,7393.94,2428.05,5660.03,523.93,0,0,5345.81,6435.72,0,5126.59
"83",849,160.8917,131.4705,0,0.224273573422729,0.511075751539144,FALSE,1,655.24,2017.44,5293.94,6682.8,7038.8,10161.14,3387.62,350.86,1126.07,3225.58,3884.76,3864.08,3842.47,3842.47,492.53,1474.15,4075.31,6095.5,5793.94,5603.3,5809.52,420.12,1337.89,3827.38,5412.83,5530.78,5337.63,5178.98,349.97,1351.74,3548.09,4813.94,5194.57,4594.33,4994.32
"84",857,160.93449,1130.04,0,0.665440736453793,0.0494167669167191,FALSE,1,334.4,1012.08,1283.03,2423.17,3154.27,3066.75,2500.85,162.44,617.97,913.04,1427.48,1205.38,1505.69,1505.69,357.71,889.71,1013.75,1614.68,2866.56,2625.17,3626.56,301.91,880.65,1446.1,1451.51,3108.29,2328.65,2357.22,234.15,822.87,1374.33,2937.84,2251.25,2329.82,2764.05
"85",861,160.98171,61.124,0,0.0886752906918312,0.0364287209973,FALSE,1,19.85,150.5,159.73,892.78,1017.16,1037.53,1106.46,3826.99,7739.64,907.08,1173.44,1174.68,1480.02,1480.02,401.34,761.71,10397.34,1479.17,17066.87,1732.12,1925.8,3764.37,865.74,1012.55,15165.89,1572.21,18698.61,18242.95,3871.25,791.94,1037.57,1425.76,1553.97,1686.07,1946.16
"86",862,160.99782,166.4015,0,0.368024879756714,0.0296927765179177,FALSE,1,126.3,748.63,1370.84,216.46,303.34,1681.15,906.4,2907.34,3161.97,3576.23,5947.05,4189.6,5955.62,5955.62,4396.26,4608.39,7226.67,5568.85,299.41,6014.28,858.16,4461.83,3144.28,4156.48,4535.42,5154.2,450,663.7,2119.81,3772.48,3833.1,6049.75,3707.6,4708.45,832.48
"87",866,161.04475,155.144,0,0.000685086039357588,0.204833270741267,FALSE,1,69.86,443.64,870.84,1690.05,1545.46,1527.61,1498.5,8735.2,10841.15,10381.45,13500.9,13849.25,13978.01,13978.01,9735.73,10129.21,11616.12,12547.46,12187.67,13189.85,16046.23,8560.8,11276.55,10749.38,13290.55,14574.74,14722.6,16071.79,9314.19,10119.51,10988.4,11873.88,15053.3,15821.22,16271.87
"88",873,161.76275,850.1365,0,0.12345352012355,0.741215822850637,FALSE,1,0,11.68,39,57.56,0,0,36.89,1151.34,1527.56,1196.18,391.31,364.24,354.21,354.21,1258.05,1292.51,1311.71,201.95,156.15,76.76,60.59,1143.81,1743.25,1060.19,250.23,215.95,469.03,60.76,1159.44,1129.11,1352.17,93,403.63,359.76,422.75
"89",875,161.84894,1379.5,0,0.192644192769303,0.445263373097318,FALSE,1,97.72,0,0,0,0,0,0,115.28,0,920.72,0,1021.82,880.66,880.66,94.75,0,0,0,0,0,0,0,479.97,0,0,0,0,1571.02,228.85,380.79,0,0,0,2069.88,1837.66
"90",880,161.91269,129.546,0,0.506659053144109,0.520932767585416,FALSE,1,280.63,942.04,2182.62,3358.27,2999.71,3550.11,3597.23,370.14,267.1,1144.33,1489.26,1409.93,1087.96,1087.96,744.68,645.52,1819.12,2840.61,2507.5,2013.3,2162.22,804.73,608.57,1277.56,2393.31,2690.79,2402.01,1792.19,922.06,435.96,1508.76,1933.86,1666.63,1905.9,1904.41
"91",881,161.91283,1378.295,0,0.648342096535484,0.592439299644388,FALSE,1,576.55,0,236.12,0,769.29,0,0,274.36,0,1779.57,0,1944.16,1232.22,1232.22,317.88,0,0,0,0,0,0,0,956.11,0,0,0,2612.47,2902.19,0,802.26,0,0,0,2665.98,2572.47
"92",886,161.93479,87.8019,0,0.772278642274291,0.0148035401033095,FALSE,1,786.42,0,0,899.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.82,212.68,0,0,0,0,0,0,245.87,0,0,0,0,962.82,879.84
"93",892,162.04805,182.3155,0,0.0441845935393644,0.00326230315110968,FALSE,1,3.76,23.15,20.13,2314.67,460.87,650.08,695.23,12.35,31.78,38.96,662.85,632.78,782.43,782.43,11.71,32.03,71.93,2534.32,639.36,4845.7,8748.8,13.92,40.25,29.89,740.13,3911.97,810.85,619.32,12.35,43.01,60.39,2298.14,519.53,5834.48,11757.12
"94",898,162.83815,1378.66,0,0.257132195324398,0.430224354311898,FALSE,1,198.87,0,0,0,0,0,0,155.06,542.91,1042.27,0,819.84,948.54,948.54,0,0,0,0,0,1366.83,0,0,398.2,0,0,1610.65,1545.8,1138.2,121.99,618.01,0,2068.49,0,2929.31,3104.15
"95",901,162.89257,1366.51,0,0.539676990390933,0.634762779639007,FALSE,1,249.58,450.11,1345.11,1864.85,2563.58,2372.07,1618.8,142.61,481.52,1191.47,1502.81,2474.58,1370.32,1370.32,149.21,701.62,1392.36,2027.87,1933.47,1809.73,1693.14,122.99,652.04,981.57,1565.64,1545.59,1551.02,2198.94,140.83,560.45,1745.13,1038.67,1735.57,1842.28,1710.05
"96",915,163.03916,669.0685,1,0.237109048223773,0.031693921145824,FALSE,1,30.39,95.27,173.29,2469.19,1238.51,1282.9,555.06,2825.05,3111.42,2690.9,3616.49,3598.75,3586.9,3586.9,2754.78,3011.36,3455.28,3409.98,700.47,598.06,338.19,2600.37,3165.67,2975.84,1999.08,1210.73,1508.47,374.87,2733.07,2888.74,3448.68,3954.87,1040.69,1332.52,261.44
"97",919,163.04872,156.414,0,0.24374823324231,0.480320056093355,FALSE,1,90.84,250.77,660.25,895.82,836.32,881.84,758.97,987.39,1042.67,915.51,488.47,441.44,1023.38,1023.38,1071.39,846.48,980.94,1022.34,871.17,1027.51,1266.4,890.07,992.07,936.39,735.09,1251.72,1299.01,1299.53,1028.22,1242.63,942.37,715.92,1217.08,1145.67,1232.56
"98",921,163.76223,837.983,0,0.0412365261076656,0.274985014916495,FALSE,1,5.8,0,30.23,106.23,41.86,0,0,1048.51,1504.37,1020.45,481.09,1002.55,755.36,755.36,1045.43,1082.29,1256.45,194.94,48.88,0,0,1054.54,1299.68,943.12,239.15,0,0,0,897.36,1034.66,1084.52,328.16,111.57,0,0
"99",933,163.94033,58.8266,0,0.669328162805655,0.331514557308805,FALSE,1,602.16,1390.43,3783.1,6761.22,9811.84,8336.63,7806.78,269.55,909.46,2773.99,9815.84,8355.76,8020.91,8020.91,301.35,480.55,7149.46,6202.05,5360.38,8163.47,4145.21,313.86,1045.92,3097.83,6034.5,9074.69,5027.74,2408.31,302.58,884.71,5492.21,4906.14,2785.13,2775.09,5014.99
"100",938,164.03444,336.436,0,0.20590059320719,0.0184037301284979,FALSE,1,14.34,52.48,138.69,234.81,512.34,355.59,430.23,340.89,522.42,413.84,391.9,449.13,438.29,438.29,460.55,565.05,407.95,1400.28,1571.97,1659.31,2042.42,379.78,539.39,326.4,2052.93,1374.88,1860.44,1687.05,350.8,437,396.7,1441.57,1645.75,1697.84,1841.42
"101",965,164.95612,98.7912,0,0.210809284151844,0.0950080984834483,FALSE,1,15.82,205.02,642.57,2060.57,1390.5,1185.2,2232.39,86.39,260.94,387.05,873.87,3923.39,7407.26,7407.26,83.32,245.33,341.09,15445.64,11501.04,13883.82,2007.68,81.39,6036.58,330.12,13363.79,11928.62,1922.61,1951.37,66.13,277.65,525.6,11493.37,12677.07,17640.99,2097.39
"102",966,165.03957,88.3291,0,4.33675188092493e-05,0.00233592705019881,FALSE,1,5.79,405.05,1333.78,4225.21,4865.09,5225.61,6247.43,11459.04,15703.49,22279.69,29341.54,31502.63,33996.61,33996.61,10846.75,17370.67,21852.19,34272.83,41564.72,38775.94,50218.24,10623.55,14600.6,21449.95,40602.64,42452.61,54456.08,54059.34,10569.08,16502.19,20745.06,33628.45,44458.69,53293.98,62206.65
"103",970,165.05487,653.105,0,0.00920487735496395,0.00015931114114716,FALSE,1,2.02,10.03,37.78,3656.55,4112.64,4240.9,4370.17,16.52,22.97,59.94,34.66,18.75,33.7,33.7,21.43,14.08,60.7,3730.16,5495.55,6739.93,15793.41,17.25,26.21,35.17,3916.2,5361.06,6827.36,15435.13,20.99,25.6,72.33,3605.26,4971.87,6637.36,14517.69
"104",971,165.05482,468.064,0,0.124350963439774,0.021619292020971,FALSE,1,10.09,0,76.03,64.49,151.78,0,138.61,397.73,454.26,356.08,0,376.69,139.71,139.71,381.59,363.62,338.89,912.18,1359.87,861.7,1335.71,348.66,443.4,251.56,563.92,979.18,1163.56,1060.86,394.3,471,328.88,913.96,1694.09,1693.07,732.61
"105",977,165.1024,311.9235,0,0.0789515074584036,0.0220778070839632,FALSE,1,10.92,18.23,120.49,51.52,70.33,0,121.49,28.45,64.83,128.07,97.25,0,0,0,20.34,51.44,49.28,737.11,1243.96,663.41,320.9,13.56,39.67,23.5,918.7,1986.89,1284.05,337.71,29.44,58.55,42.95,1180.56,2131.8,2090.88,220.51
"106",979,165.89363,139.972,0,0.610543767433268,0.0179031312386257,FALSE,1,398,1452.36,2536.08,2810.84,3180.16,2971.39,1773.73,107.27,375.98,964.75,461.2,783.63,532.76,532.76,119.35,646.73,1321.2,2692.85,2471.53,2856.33,2592.9,133.71,542.2,1271.1,2486.38,2181.03,2508.34,2644.48,105.58,595.3,1139.86,1757.99,2177.85,1921.52,2239.79
"107",980,165.89364,1370.56,0,0.760108480923647,0.464237989298498,FALSE,1,320.61,783.6,1719.5,2303.56,1428.02,695.39,2941.38,176.24,788.37,2432.35,2097.75,3260.35,1524.19,1524.19,189.62,738.06,1684.72,2510.92,2990.45,2628.25,3192.72,267.73,850.56,2247.54,3297.83,2446.7,3040.4,3225.38,121.25,868.05,1342.79,2975.03,2529.45,2970.09,2384.58
"108",983,166.00752,61.2547,0,0.762083037099964,0.731783501880157,FALSE,1,50.47,0,0,0,0,904.81,929.4,551.8,1263.06,604.7,0,1287.05,525.01,525.01,575.24,960.83,642.5,0,250.43,296.05,557.69,698.03,324.89,282.23,234.74,545.39,1243.61,330.98,661.57,602.96,182.58,0,908.66,458.76,767.93
"109",990,166.05012,1067.01,0,0.742547944624931,0.584250408569523,FALSE,1,146.07,357.27,1153.03,1261.52,1352.42,1234.46,1011.92,144.59,439.75,664.2,1021.47,817.32,1336.98,1336.98,144.49,316.26,891.75,1074.19,1328.42,1177.04,1468.56,137.88,381.81,473.26,1252.09,1023.27,1524.22,1736.62,120.45,269.77,830.96,1111.05,1290.14,953.08,1592.32
"110",992,166.05012,374.494,0,0.621569571128218,0.10439348372755,FALSE,1,26.91,142.12,174.56,178.2,0,270.52,134.62,582.95,735.15,492.8,244.91,261.65,0,0,611.74,334.68,929.82,262.56,620.81,453.67,434.12,720.3,544.62,475.06,202.29,257.65,0,417.84,537.12,618.71,701.75,788.5,158.48,582.66,467.75
"111",996,166.43811,1079.46,0,0.398540283483908,0.45451730013909,FALSE,1,4.87,0,0,0,0,46.75,0,238.39,264.48,2348.68,0,0,2269.03,2269.03,347.11,220.19,0,0,0,0,0,311.54,283.94,0,0,0,71.87,39.87,317.89,270.81,0,0,184.54,0,42.95
"112",1001,167.03409,785.111,0,0.0148299549250003,0.0056515322523408,FALSE,1,8.58,40.78,12.49,0,183.64,132.92,170.27,31.62,34.48,143.64,93.45,230.67,78.54,78.54,12.61,60.52,63.84,1584.84,2099.32,2091.2,2272.37,18.6,85.04,79.12,1427.84,1962.44,2309.87,2289.12,17.62,62.05,99.8,1525.85,1811.98,2157.91,2469.06
"113",1002,167.03412,298.0745,0,0.00135344943723896,0.00124170147352406,FALSE,1,21.52,24.63,36.26,70.93,140.98,129.1,166.24,556.8,720.36,698.53,320.2,317.58,384.3,384.3,588.94,635.19,558.11,792.32,1141.91,961.48,2550.77,544.48,890.62,687.65,761.59,1302.65,1909.3,2463.2,547.45,689.33,585.65,858.27,1115.6,1337.62,2635.74
"114",1003,167.03412,355.421,0,2.32787304026971e-05,5.67546398856499e-05,FALSE,1,7.84,15.15,50.72,65.76,35.88,69.91,55.69,579.41,789.83,683.79,460.82,526.49,323.02,323.02,637.45,707.01,734.91,281.15,299.85,157.62,3882.06,604.71,674.09,696.07,435.15,211.38,298.56,3579.85,673.65,672.77,716.56,260.2,193.89,249.2,3772.95
"115",1004,167.03414,558.294,0,0.292495476791701,0.0263787791360433,FALSE,1,20.34,26.06,31.31,210.29,548.05,63.69,174.19,390.2,534.88,451.77,788.28,751.29,534.37,534.37,445.81,502.73,506.81,920.39,1074.25,793.67,1097.52,465.76,489.23,600.69,969.23,1125.85,1074.73,2135.28,406,564.38,574.33,1139.69,884.51,1315.32,995.35
"116",1021,168.98577,1367.81,0,0.496464405553148,0.0900241871877196,FALSE,1,265.63,864.45,1355.04,1868.66,1551.11,2334.57,1360.47,397.9,672.8,1561.73,2788.6,4256.08,4272.83,4272.83,146.49,412.06,1041.03,3407.57,2728.84,3422.37,1447.15,328.6,394.92,1853.09,1682.9,2860.16,3519.01,2018.07,235.67,1153.32,1789.39,3761.7,2945.15,1766.24,4721.66
"117",1023,168.98033,125.91,0,0.11433457052497,0.237123042106748,FALSE,1,0,0,183.55,1517.13,1046.82,747.78,60.03,3636.76,1817.48,1199.71,2681.92,2343.67,2612.62,2612.62,3472.14,1828.23,1377.29,912,1365.8,1322.52,88.16,2961.19,2444.88,1364.83,3215.04,1220.44,871.07,184.6,2715.46,2043.54,1524.46,1681.48,1572.76,1304.56,76.79
"118",1024,169.01333,528.1915,0,0.0340123634682396,0.015948027236445,FALSE,1,14.25,22.79,121.12,59.04,143.5,125.92,39.77,175.84,382.42,786.38,543.22,789.79,531.49,531.49,204.13,425.58,782.91,4616.97,3403.8,3725.47,2944.79,178.86,416,706.77,2399.38,3738.95,4231.46,2826.74,182.73,412.34,617.38,3718.01,4073.6,3319.33,3376.31
"119",1025,169.01338,242.6625,1,0.333635492513882,0.670263020610883,FALSE,1,14.27,24.33,148.46,101.36,0,285.88,146.98,1628.09,2023.57,118.36,49.85,0,205.42,205.42,1316.58,1389.82,165.78,109.76,210.5,252.96,472.87,1319.53,1328.17,122.35,102.93,271.53,363.64,337.84,1508.96,1742.17,288.41,246.78,293.7,212.84,384.56
"120",1026,169.0134,383.5985,0,0.275500296019812,0.277454898903771,FALSE,1,43.73,158.19,139.44,637.99,103.7,260.17,236.49,694.69,603.52,528.74,175.84,474.72,120.77,120.77,988.37,820.59,904.79,533.63,353.98,382.06,442.88,791.55,858.43,556.68,616.92,0,257.63,705.88,674.22,687.28,442.75,112.47,104.58,249.64,441.63
"121",1033,169.12247,941.823,0,0.0301355697450558,0.130020806144346,FALSE,1,56.68,219.37,403.53,454.88,441.22,403.81,705.11,888.57,1305.08,703.62,1480.89,962.28,1252.89,1252.89,1263.78,1047.07,1391.17,1060.42,706.61,617.32,423.15,1084.16,1022.14,770.03,396.86,421.02,392.82,420.49,1101.96,838.98,815.77,1730.29,326.97,418.65,239.86
"122",1034,169.1225,792.179,0,0.301962549174417,0.265352001442627,FALSE,1,141.06,372.68,773.68,1249.2,1116.74,1247.06,1295.17,594.16,857.33,758.59,1097.41,918.48,1176.93,1176.93,676.35,625.96,1066.64,1147.82,1512.54,1231.69,771.84,668.62,584.11,588.57,1146.28,1110.47,1082.08,1028.83,635.03,818.34,1034.5,1204.39,1182.98,1171.5,1058.29
"123",1035,169.83306,104.514,0,0.522067904648546,0.0355204903369683,FALSE,1,0,25.92,49.77,3368.89,1943.23,2001.04,1831.69,26.02,0,35.5,843.18,1196.84,2078.97,2078.97,79.47,0,30.17,2658.85,3977.98,2784.23,2582.37,9.32,0,0,1350.12,1208.39,1632.35,2904.31,26.67,0,48.24,1159.43,988.16,5720.74,8938.32
"124",1036,169.83317,1368.13,0,0.767444516763906,0.476440257546424,FALSE,1,86.07,189.43,574.18,1143.15,955.1,1262.91,1708.9,177.44,481.55,814.67,1666.05,2007.94,1607.5,1607.5,142.17,390.46,622.18,1461.21,1913.9,1985.34,1854.96,132.09,577.29,696.7,1844.82,2360.39,1682.78,2486.03,169.22,409.81,1183.69,2012.19,1573.71,1837.22,2170.45
"125",1039,169.90658,1378.54,0,0.201153528472132,0.39743571428289,FALSE,1,73.28,0,534.69,1086.01,783.16,826.3,0,63.02,177.59,296.82,385.42,491.36,569.43,569.43,63.97,0,0,504.18,1286.13,0,0,0,70.89,0,0,0,418.33,504.29,44.64,159.24,615.15,83.2,0,675.48,820.47
"126",1041,170.01681,242.489,0,0.138241192376866,0.0177643943404306,FALSE,1,4.22,0,451.85,1065.29,1609.56,1814.74,1203.04,100.86,70.27,394.55,276.69,57.16,514.89,514.89,70.84,24.28,257.06,771.82,1142.14,1121.88,2017.84,78.63,57.57,368.25,939.22,1253.1,1315.13,1480.81,73.75,59.5,304.43,1039.92,1171.63,1128.57,1176.99
"127",1044,170.04497,159.838,0,0.100078637327074,0.282693684957187,FALSE,1,6.06,13.41,101.72,1179,1225.54,1198.82,1725.51,931.91,1147.48,1061.79,1395.71,1915.87,1632.45,1632.45,966.92,981.15,1139.54,1090.73,973.51,1087.46,1052.29,868.48,1024.08,1168.87,1716.9,1104.17,1403.59,1454.18,913.65,920.51,1221.33,1493.69,1459.24,1150.85,1560.99
"128",1071,171.05544,429.549,0,0.523210423642375,0.093072355876223,FALSE,1,123.23,422.85,979.51,2239.02,1620.78,2518.1,4211.3,104.79,301.05,672.1,580.59,927.27,609.85,609.85,112.83,396.22,761.83,2629.97,1649.66,2322.11,1145.55,112.43,382.32,734.37,2490.62,1641.91,2539.57,2351.1,99.68,329.81,733.3,2367.24,1441.12,1943.42,3456.37
"129",1072,171.06542,1066.82,0,0.755176722136495,0.0769627244938865,FALSE,1,266.98,826.56,2071.4,2917.51,2778.89,2704.29,2649.53,214.6,608.49,1388.71,1357.97,2029.73,2143.92,2143.92,275.18,746.84,1624.27,1552.07,1991.03,2766.63,2482.46,242.88,701.18,1313.32,2140.4,1898.76,2022.96,4947.24,209,662.9,846.72,1801.16,2206.07,2030.9,2076.6
"130",1078,171.10191,1070.02,0,0.0399265809611222,0.480299797299388,FALSE,1,319.98,965.75,1226.1,3288.26,3235.69,3824.12,961.68,244.62,594.95,926.33,1461.24,1615.42,2304.33,2304.33,293.94,863.83,1098.13,2486.42,2141.24,2485.91,3012.93,269.43,858.42,1301.98,2467.18,2312.39,2664.81,3069.98,277.25,705.29,1122.73,2010.41,2409.52,2353.58,2528.14
"131",1079,171.26294,935.884,0,0.497771326567892,0.141971283421993,FALSE,1,0,9.19,0,0,0,24.23,0,609.93,1116.02,1723,1694.92,2275.43,1788.32,1788.32,562.97,1061.7,1364.5,1151.15,1474.39,1361.52,355.08,604.16,1316.81,2161.48,1494.79,1421.35,1319.48,362.45,936.1,1197.4,2121.73,2396.4,1358.27,1342.31,533.76
"132",1089,171.94538,135.0075,0,0.0333740813103107,0.613297016759305,FALSE,1,75.23,307,780.79,686.2,1035.44,1222.81,926.53,1313.35,976.27,1396.37,339.09,409.27,754.48,754.48,1731.98,941.88,1321.72,783.83,1040.27,1094.75,266.31,1414.21,1039.05,981,857.12,971.71,942.06,953.5,1420.41,1002.13,1281.23,848.54,463.99,1044.54,818.06
"133",1090,171.94604,1113.62,0,0.36629888221616,0.598786669386412,FALSE,1,103.7,292.87,1018.41,685.95,1185.93,1485.13,923.34,231.24,589.91,891.75,3720.18,1711.23,1532.33,1532.33,125.03,525.63,754.03,1283.46,1197.95,1286.05,1776.15,186.62,461.04,872.3,953.24,1706.39,1570.04,2743.73,100.74,367.96,1064.23,1179.46,1254.91,1035,1365.4
"134",1113,172.86211,984.5755,0,0.24048534644245,0.405941661329177,FALSE,1,17.94,0,0,79.52,145.33,0,276.9,0,26.2,0,0,924.15,86.43,86.43,0,24.13,0,817.1,1232.06,648.97,126.28,0,20.56,0,1037.99,1644.8,929.79,53.86,9.17,0,0,397.34,1561.59,755.8,53.1
"135",1117,172.95322,129.102,0,0.609011546625291,0.0180324711048133,FALSE,1,0,10.14,38.74,70.55,19.51,76.4,44.41,366.59,796.35,642.06,8590.52,8230.11,8217.32,8217.32,617.91,895.31,1019.72,330.99,67.54,75.84,31.38,584.63,844.43,898.55,550.91,302.73,121.13,43.08,370.61,929.37,1707.92,885.87,319.77,171.39,62.01
"136",1120,172.99057,677.566,0,0.620189100494307,0.590548421734959,FALSE,1,143.54,309.88,1012.71,1294.64,1235.24,1751.06,1619.58,736.93,749.29,1117.53,1216.7,1644.35,1699.83,1699.83,378.17,677.93,1100.83,1520.94,1951.87,1136.24,1560.62,685.14,726.8,1332.25,1613.45,1347.52,1351.89,1694.32,780.26,654.41,783.71,999.2,1069.59,1163.13,1427.56
"137",1123,173.00837,208.038,0,0.0258526405657589,0.114867963216139,FALSE,1,36.06,80.01,225.31,330.01,356.6,346.97,438.14,2264.29,5048.53,2006.11,3960.36,4440.94,4580.63,4580.63,2346.8,2017.39,2119.16,486.52,449.73,542.13,494.9,2321.9,2306.58,2071.06,487.31,405.68,435.19,661.01,2427.36,2072.96,2266.28,516.2,412.37,521.16,485.9
