"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","swipesRight","swipesTotal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
2219,167.99842,1364.23,0,0.40263,0.06375,0,0,359.09,1226.36,3495.45,3782.17,5165.48,3966.59,3123.33,382.24,1122.52,2275.33,3703.67,3317.45,3064.21,3064.21,402.45,1013.88,2130.78,3873.1,3670.31,3943.12,3344.11,321.04,1155.18,2600.16,3600.91,3453.47,3478.86,12190.19,302.41,1011.19,2069.32,3017.83,3154.72,3349.68,3380.82
2226,168.0516,125.4035,0,0.57212,0.03408,0,0,63.47,106.15,311.81,2533.98,3629.73,3513.21,2025.1,99.4,157.08,276.64,292.22,735.21,776.31,776.31,222.69,225.3,328.55,2382.37,1465.6,1195.76,3904.59,125.09,171.47,297.36,1741.95,2111.91,2190.33,2239.84,170.35,215.72,265.86,1396.78,2548.25,2218.44,2413.2
2251,169.01306,132.629,0,0.01785,0.73474,0,0,64.02,93.66,254.74,576.15,605.27,729.15,771.05,3847.02,5572.85,2689.08,2167.92,2851.12,2099.17,2099.17,4106.69,4921.86,4374.69,3385.95,3342.5,1675.69,2869.55,4645.12,4332.85,5521.85,2504.44,3485.79,2741.99,3432.26,6606.07,5059.88,4568.29,4242.97,3191.45,1970.55,1837.32
2255,169.04947,355.217,0,0.60461,0.41201,0,0,92.12,269.76,440.61,484.93,863.84,105.44,558.05,1784.83,1822.37,2447.32,1343.46,1506.28,1571.38,1571.38,1836.44,1631.12,2667.61,1178.32,679.83,527.58,803.01,1822.47,1682.04,2464.58,1469.81,972.16,422.2,796.6,1885.89,1674.82,2021.13,999.18,1307.39,665.01,835.84
2273,169.13338,419.547,0,0.21947,0.74055,0,0,392.02,819.75,2742.79,3157.67,5755.81,6592.89,5090.7,307.47,765.33,1942.94,5354.68,4183.6,1580.8,1580.8,406.58,891.24,2116.14,2086.58,6688.34,1505.49,1653.45,328.02,908.74,2189.57,5248.36,1108.13,7006.44,1699.58,348.73,853.02,2134.38,3997.54,1901.66,1981.3,1684.4
2280,169.97723,1379.195,0,0.43147,0.40563,0,0,3410.49,2996.81,10622.47,15592.23,22187.31,21989.03,20649.68,1959.36,4343.87,10583.07,12030.78,19159.71,14220.62,14220.62,0,6149.35,7299.62,19468.65,15124,16681.46,21785.33,1786.33,8941.37,13011.61,9681.55,15452.25,8141.19,0,1991.76,0,14708.51,16052.51,12906.57,10515.98,0
2399,171.11267,148.537,0,0.02326,0.02466,0,0,353.13,1073.97,2833.06,4559.84,3741.48,3546.29,794.75,308.82,890.31,2294.45,10686.75,10383.07,12153.19,12153.19,368.12,1029.47,2484.02,4259.66,20095.54,3009.76,30047.43,369.26,973.69,961.29,5108.11,4272.69,4174.69,24791.23,319.5,951.96,2434.37,5248.82,4526.63,3897.75,22584.33
2411,171.52268,984.38,0,0.35151,0.05447,0,0,0,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,28.55,0,1159.53,2766.42,1439.73,0,0,0,0,1302.51,3371.42,2352.86,0,0,0,0,687.94,2954.85,2058.87,66.85
2478,172.09669,90.60065,0,0.35481,0.50252,0,0,77.87,827.33,621.79,1516.13,5023.22,5993.53,5031.51,2536.45,2594.48,2290.74,8695.82,6646.5,2432.77,2432.77,2741.05,2548.31,3913.19,1840.93,2491.79,3572.2,2905.08,2447.18,2295.25,2311.05,5467.62,2345.3,3537.98,3059.35,2549.25,2014.24,2676.22,2039.2,6668.97,1827.42,7096.85
2494,172.13306,93.1818,0,0.52135,0.20555,0,0,99.37,1082.79,676.49,4301.96,3917.31,3818.28,3028.15,68.21,2711.92,3450.36,5162.46,4285.7,4316.43,4316.43,3679.68,3843.67,4546.99,2435.35,4398.9,5595.45,4519.19,3593.62,2838.5,2825.49,4302.52,4177.45,4108.58,3919.03,2902.81,3191.28,2737.84,4625.25,3841.92,1992.81,4554.38
2602,173.20123,1359.97,0,0.187,0.43837,0,0,95.41,168.98,681.06,1323.77,2195.27,3248.43,953.03,290.21,518.18,1798.23,1264.29,1030.76,3244.05,3244.05,67.8,391.35,866,1282.62,1342.09,1151.05,1977.9,122.15,765.11,883.88,937.29,1240.81,1258.33,2434.75,189.77,479.02,1430.92,1433.19,1584.72,982.73,1519
2650,174.14869,598.926,0,0.64373,0.04066,0,0,232.8,388.9,1377.34,1130.18,1517.99,1746.26,1595.97,129.07,321.43,824.61,0,345.14,855.08,855.08,104.82,351.57,1100.92,1010.35,2063.56,1577.73,2437.47,143.49,430.82,887.05,1445.65,1250.97,2338.22,2074.54,135.81,504.32,443.65,1615.04,1468.07,1541.95,2809.84
2654,174.18509,620.858,0,0.34142,0.57683,0,0,0,0,0,0,0,0,0,0,0,0,2196.14,2331.66,3322.77,3322.77,0,0,0,4269.32,2844.98,5919.96,6749.45,0,13.87,0,5285.3,0,5623.15,4920.85,0,7.77,0,3679.06,3661.16,3880.61,3106.6
2669,175.00591,125.477,0,0.05671,0.72592,0,0,372.99,751.18,2039.7,1942.56,2102.65,2419.86,2860.87,9327.94,9865.27,7935.79,3395.83,2876.51,3116.69,3116.69,9691.8,7544.72,7863.98,2326.27,2113.67,2033.67,1990.9,9147.25,8754.62,7249.87,1978.42,2015.61,2019.31,2688.73,8914.34,9310.84,9509.82,1695.9,204.05,2454.71,2983.47
2672,175.02359,125.626,0,0.13821,0.03498,0,0,339.52,683.77,1726.62,261.08,1913.97,551.31,2604.15,8621.27,9328.75,7099.41,8149.54,8975.96,8474.34,8474.34,9431.91,7276.03,7562.58,248.71,1924,355.86,1812.25,8326.44,7806.81,7044.42,348.36,1834.74,1838.11,1333.77,8623.28,8594.42,8849.17,1543.72,1978.59,815.67,1441.37
2679,175.07513,918.5625,0,0.55666,0.15245,0,0,101.53,420.73,839.35,809.74,1071.81,927.15,1021.37,417.81,982.87,1046.48,1464.65,1639.89,1785.71,1785.71,669.83,1027.04,1206.5,1837.73,2295.13,3282.79,1809.55,603.19,1014.09,957.19,2690.96,2211.22,3321.82,2140.43,571.16,969.13,906.72,2241.26,1511.89,2803.22,1127.49
2703,175.14798,860.619,0,0.03447,0.01307,0,0,58,235.91,658.14,438.57,785.71,800.53,711.72,274.41,775.18,616.05,995.83,1428.54,1311.93,1311.93,246.96,636.36,566.2,2327.59,2969.42,3550.55,4799.56,235.95,745.32,584.82,2897.36,3092.55,3386.86,3862.8,218.08,621.34,680.75,2302.73,2989.17,3161.3,3251.21
2731,176.07053,735.058,0,0.21663,0.00923,0,0,29.31,287.51,563.16,1363.43,2009.75,2089.51,1306.69,31.17,126.54,285.49,238.4,209.82,0,0,67.96,170.66,469.92,1073.2,1424.79,1440.4,1901.12,28.88,208.73,249.38,1557.25,294.27,332.72,1061.81,19.78,71.99,340.47,433.11,1704.67,1681.22,759.15
2737,176.09166,117.066,0,0.79319,0.01009,0,0,35.79,350.82,664.32,7339.13,7848.13,12912.1,1384.08,770.14,1017.64,1295.42,1565.04,1471.1,1537.85,1537.85,785.88,1305.23,1874.13,6084.11,1255.53,7966.39,2565.59,738.63,1196.47,1409.13,5329.51,8071.57,8737.79,2224.79,1435.5,1108.83,1449.16,1318.67,7545.86,5154.34,1272.76
2809,177.05441,617.2,0,0.02218,0.09579,0,0,143.24,341.84,960.01,1090.67,1210.83,1218.48,1309.58,13653.55,17019.7,13357.12,11037.38,13004.36,9954.34,9954.34,15197.74,14920.91,16345.58,9531.58,8166.22,5384.97,1360.57,14332.35,17248.63,13226.66,8689.95,9173.22,7829.62,1772.54,13479.83,14423.46,16662,10191.15,9295.94,7404.17,1846.13
2812,177.05447,739.505,0,0.37109,0.07185,0,0,228.24,726.05,2026.38,2322.54,1955.03,1958.21,2194.66,6545.55,7991.2,8562.01,8297.72,8901.3,8239.14,8239.14,7202.45,7171.17,10518.22,3299.37,3003.94,2671.75,2703.83,6249.15,8040.92,9012.57,3876.39,3284.58,2888.4,3333.47,6648.06,7602.82,9291.48,9405.68,3298.96,2704.95,2837.04
2819,177.07722,248.067,0,0.50182,0.54551,0,0,462.08,1441.09,3217.21,6078.34,6299.96,5186.16,773.11,500.14,1179.96,2999.93,2360.24,6659.92,2031.21,2031.21,504.38,1313.77,3305.84,2704.93,3577.48,6263.85,5607.03,467.18,1370.42,3212.32,6115.29,6133.16,3395.23,4675.1,406.55,1291.51,3138.85,6998.4,3474.86,5484.12,4351.7
2855,178.01674,106.6105,0,0.5872,0.07885,0,0,41.12,165.66,551.94,804.82,560.75,1457.49,1183.36,123.76,297.86,435.24,2336.47,3583.83,3457.16,3457.16,94.36,206.72,407.94,974.12,1566.38,1655.91,2474.1,186.11,298.88,488.83,768.3,1643.93,1602.7,2415.54,83.24,222.34,420.47,1460.34,2380.83,2170.06,2140.64
2907,179.0337,528.7665,0,0.55666,0.02986,0,0,275.5,600.9,1475.31,1353.61,1509.19,1336.59,1408.47,4238.97,4251.23,4139.12,2281.3,2885.19,3190.7,3190.7,4065.96,3565.86,3751.47,3649.73,4303.35,4776.79,5610.47,4056.73,4275.98,3722.78,3551.65,4877.43,4787.67,5789.71,4031.05,3720.3,3937.17,5185.89,4442.33,5510.27,6443.99
2918,179.07013,589.325,0,0.18392,0.1881,0,0,272.67,740.18,2381.89,1523.08,1744.45,1992.35,1902.98,3787.19,4197.22,3286.64,2016.26,3117.77,3676.04,3676.04,4311.26,3652.08,4657,2255.52,1713.45,1877.9,1726.14,3395.9,4136.63,3912.42,1294.44,1629.76,1297.47,1510.88,3898.79,3793.7,4368.73,2060.93,1637.54,1489.98,1558.09
2932,179.14287,1000.6855,0,0.55981,0.02777,0,0,209.05,657.4,529.37,1591.36,1234.05,1395.06,1898,760.28,1037.13,424.18,617.74,752.64,1157,1157,703.31,1213.18,444.7,3493.84,3570.57,3802.72,3935.94,695.74,1131.86,1107.49,3676.29,3412.12,4138.41,4937.48,686.02,1072.26,509.4,3283.6,3686.81,3868.49,3822.2
2961,180.10182,1360.045,0,0.75646,0.67658,0,0,319.14,736.42,1534.5,2944.32,3556.1,4849.08,2180.49,227.39,679.16,2036.79,3386.87,1978.57,2804.92,2804.92,204.67,1078.68,1186.42,3055.76,2691.83,2675.7,2954.32,209.64,727.15,1518.93,3232.58,3131.09,251.44,4931.11,178.23,730.22,2484.15,3588.28,2334.67,2153.94,2810.55
2978,180.5643,992.3325,0,0.2441,0.72545,0,0,0,0,0,0,218.8,0,0,964.7,580.6,347.35,0,297.13,0,0,1309.14,273.56,173.66,0,329.62,0,0,1006.56,713.66,486.05,689.71,480.72,734.72,0,962.58,1039.34,557.55,495.1,0,0,717.43
2997,181.04939,459.749,0,0.12979,0.27583,0,0,116.18,290.83,823.95,519.41,978.96,465.11,821.27,3405.51,3385.54,4350.99,2201.77,2132.93,2445.48,2445.48,3671.65,3348.79,4571.95,1876.87,1136.4,958.2,674.51,3822.53,3144.07,3994.62,1677.55,956.68,661.79,703.66,3857.5,3221.39,4193.6,2154.62,1140.62,717.71,450.82
2998,181.04937,583.22,1,0.27713,0.66871,0,0,79.51,187.83,500.58,301.13,0,148.94,349.75,3644.39,3945.92,2461.99,526.92,901.34,755.85,755.85,3466.96,3724.74,3175.92,170.35,182.06,205.45,277.24,3376.2,4237.8,2503.29,71.84,218.96,101.63,126.02,3480.71,3726.18,3167.11,9638.09,198.16,92.2,287.09
3000,181.04938,420.908,0,0.24482,0.70219,0,0,227.8,476.85,1544.29,1468.83,730.27,1206.16,1369.29,3120.89,3327.04,2859.63,1068.66,1356.12,1522.26,1522.26,2587.96,2305.95,3194.56,878.1,624.31,906.03,829.05,2676.25,2981.29,3030.76,916.22,1132.38,548.68,754.34,3096.01,2996.72,3285.38,1254.8,779.5,609.35,989.21
3001,181.04935,483.0715,0,0.05656,0.01076,0,0,120.35,241.93,642.31,618.25,312.41,433.86,447.01,207.34,252.4,517.29,138.3,210.64,322.05,322.05,107.37,163.11,693.24,2180.76,5584.37,4217.79,6459.5,257.31,208.33,524.2,2219.9,3898.86,4774.1,4859.54,126.84,176.65,455.72,1055.8,4218.06,3784.17,4252.23
3003,181.04926,535.1435,0,0.52114,0.7253,0,0,133.26,360.17,1321.62,1179.01,1022.18,503.17,1096.33,2158.24,2996.09,2359.22,908.81,782.81,858.75,858.75,1984.45,2377,2785.89,617.13,1160.38,1007.65,1322.15,2206.39,2592.2,2128.61,999.22,805.51,621.24,968.22,2230.2,2502.05,2759.52,878.37,903.42,619.99,944.6
3038,181.98738,198.529,0,0.47204,0.05463,0,0,145,488.83,739.99,1252.03,1094.75,1244.2,1615.33,102.38,217.97,866.05,1189.29,298.81,614.15,614.15,100.23,303.09,942.24,1064.04,1089.6,1586.51,2625.46,113.18,229.14,630.21,1646.23,1516.66,1671.55,2495.8,84.02,239.86,1011.36,1233.62,1524.6,1932.22,1990.4
3060,182.08107,647.188,0,0.37863,0.24098,0,0,8.65,0,392.13,314.58,497.49,329.53,967.83,1243.28,1118.46,1117.67,805.08,622.9,1882.06,1882.06,1258.61,1559.28,1394.36,1425.87,2286.17,1248.53,827.71,1214.32,1155.61,1457.82,1816.56,1205.72,1036.71,957.82,1214.03,1265.61,1886.46,2024.52,1408.26,1127.34,1336.94
3111,183.1127,253.13,0,0.28013,0.04506,0,0,186,249.86,1205.37,1401.98,1064.27,1321.11,1315.93,138.23,296.14,596.08,1322.95,1439.59,1380.61,1380.61,159.87,260.73,1088.54,5480.25,6331.2,3719.47,1458.49,141.22,399.98,992.56,5667.29,9559.67,6713.4,1733.41,122.06,183.61,728.02,6569.81,9176.83,7630.36,2268.99
3195,185.04146,25.29295,0,0.24591,0.62931,0,0,988.24,3302.01,7375.39,10852.76,10470.64,10018.95,2752.98,1097.94,2755.5,6440.48,10899.23,1381.19,10010.14,10010.14,105.36,3046.08,6779.86,1480.17,10319.6,9809.66,10725.97,105.92,507.16,7104.9,10608.29,10425.04,9967.5,10900.1,1011.73,440.41,1314.35,1172.34,9414.79,11350.54,9634.53
3255,186.076,99.3161,0,0.43889,0.00287,0,0,43.81,291.04,654.98,6472.06,7668.99,7473.81,8634.44,312.09,605.53,818.34,1625.28,1343.98,1455.78,1455.78,348.97,529.9,855.8,6445.64,9364.52,10465.5,25475.38,313.88,646.91,721.87,8541.32,8115.95,8590.64,13134.23,271.26,426.39,697.44,5681.66,6480.49,7875.93,10646.95
3354,187.02501,481.141,0,0.52297,0.27904,0,0,2010.6,5246.34,13754.45,15887.29,15034.17,14168.56,111.83,1430.44,4227.19,11064.41,12518.36,11600.6,327.13,327.13,1611.02,4785.09,12692.67,14480.37,14647.54,13906.88,13896.23,1600.17,4205.74,10615.33,14341.05,13298.52,13263.46,13379.86,1559.15,4419.54,12009.22,13157.27,13102.12,13134.92,12999.08
3420,188.0552,137.6685,0,0.13072,0.73118,0,0,943.3,2681.73,6322.76,9940.89,9270.73,9385.57,9832.56,3294.97,3427.62,2602.23,2587.05,4158.12,3494.65,3494.65,3869.24,3158.57,3074.85,3940.11,1923.24,7790.54,4153.57,3349.08,3410.13,2956.36,3391.5,3840.89,1875.49,4497.21,3622.44,3079.05,3088.48,4005.38,1841.77,2418.91,2359.7
3438,188.09152,876.812,0,0.22047,0.3868,0,0,595.42,1925.03,4473.03,7534.99,6656.33,6901.39,6880.3,3726.96,5665.49,6316.59,6282.03,5761.28,5905.28,5905.28,4514.01,5275.71,6853.49,5047.73,5361.15,4673.66,5074.32,3741.73,5937.42,5840.11,3451.87,4422.59,4303.04,4015.6,3713.73,5702.27,7205.49,3261.66,3435,3350.77,3034.3
3439,188.0915,714.757,0,0.17047,0.44074,0,0,771.74,1975.76,5318.76,6067.08,7548.36,7738.65,5818.68,1164,1432.52,2010.25,2897.65,2708.1,2200.26,2200.26,655.46,2528.8,2811.37,1265.67,1853.54,1513.11,2095.88,1382.31,2545.86,2574.89,5214.51,5515.16,4262.58,2144.85,710.2,1663.53,2830.96,3683.1,3868.02,3701.83,2034.16
3542,190.07087,131.49,0,0.71803,0.02108,0,0,18.79,254.46,289.89,10300.49,11803.29,15191.98,1245.19,9403.32,11753.81,7866.09,12602.77,12614.1,12415.61,12415.61,10149.73,8921.91,8371.55,13323.91,15336.36,17350.79,1521.13,9233.03,9197.64,7685.06,16050.4,18809.01,18263.26,1446.75,9365.92,8762.61,10560.24,11898.05,16687.47,15994.3,1149.73
3566,190.14369,346.123,0,0.63524,0.56777,0,0,534.65,989.52,2469.99,2998.07,2655.85,3896.38,4084.88,2107,1949.39,3730.8,1383.56,3403.69,2716.42,2716.42,2170.48,1809.94,2902.03,3278.73,3052.16,1922.93,3459.12,1970.37,1923.57,2247.97,2648.66,3414.05,3396.9,3395.86,2164.76,1717.65,2688.08,2862.85,2747.86,4160.58,4400.89
3608,191.09288,310.229,0,0.11404,0.04379,0,0,116.41,57.68,463.86,852.9,1597.31,1913.37,1441.25,109.18,54.4,527.73,0,0,0,0,104.75,197.6,554.92,493.66,884.19,638.77,741.08,48.75,285.19,505.37,279.16,741.65,858.54,931.61,107.85,100.4,135.01,196.09,238.64,763.49,1093.9
3616,191.1429,860.1525,0,0.72857,0.14254,0,0,559.98,1679.79,3980.91,5205.75,5058.23,5290.74,4995.17,864.96,1034.24,3471.95,5085.09,5478.55,5107.84,5107.84,962.46,1413.55,3094.95,3912.89,5218.3,9308.22,7632.18,905.07,1681.8,3890.39,3637.88,5686.43,6161.8,7653.21,961.49,1070.92,3261.09,3704.74,5829,6708.3,8273.78
3619,191.14287,697.2595,0,0.13308,0.03753,0,0,124.38,106.12,583.58,0,312.23,86.9,378.74,3516.37,4037.02,3763.3,3933.61,2953.74,3601.28,3601.28,4048.84,3556.94,4389.45,2188.32,1018.63,648.76,336.53,3326.04,3689.26,3999.89,2049.62,1010.06,506.56,127,3448.05,3850.34,4461.58,2309.26,515.63,162.73,0
3621,191.14279,724.188,0,0.02645,0.44558,0,0,156.65,328.03,649.15,479.78,453.17,263.57,711.42,2018.08,2798.46,4280.76,1188.9,1472.83,2132.72,2132.72,2421.07,2295.27,2948.81,1872.83,1303.68,1081.37,345.24,1980.75,2657.54,2904.41,1602.23,1642.01,842.39,289.28,3574.61,3703.96,2346.18,1880.9,1123.36,675.07,241.6
3632,191.17913,877.2205,0,0.55194,0.08749,0,0,51.34,325.9,127.09,655.96,546.22,1255.57,1061.17,769.67,858.2,997.13,1192.19,1316.19,1453.75,1453.75,1105.06,791.09,1302.3,919.28,420.47,961.69,1082.61,613.57,497.62,823.62,1300.64,694.79,881.7,980.09,736.33,1046.49,1134.99,639.49,214.69,1036.88,241.15
3660,192.0653,206.17,0,0.41831,0.72699,0,0,516.55,1215.77,3303.02,4082.18,4809.07,4066.74,3187.79,1852.98,1844.08,1198.09,1656.77,2508.99,2627.35,2627.35,1908.17,843.81,2142.6,2770.01,2504.6,2695.66,2972.88,1828.88,1624.26,2155.54,2320.85,2552.02,2279.5,2593.65,2104.5,1624.48,2280.5,2558.72,2281.29,2356.87,2350.76
3664,192.06898,95.8738,0,0.63269,0.73184,0,0,192.31,286.96,1127.12,1968.42,2067.42,2097.86,2407.28,6345.69,2633.54,2397.47,2434.44,3745.49,2942.05,2942.05,6899.97,2320.58,3345.27,2413.14,2779.72,3100.36,2052.88,6521.33,2580.83,2901.52,2757.7,2113.14,2733.75,2447.17,6331.06,2303.78,2179.81,2274.54,2268.5,2450.73,3322.51
3713,193.08593,464.073,0,0.40099,0.72028,0,0,103.47,227.18,901.56,848.49,350.58,837.99,820.18,2137.44,2069.81,1980.65,255.81,671.66,1089.26,1089.26,2410.79,2024.3,2785.41,763.41,606.47,746.66,663.97,2153.91,2182.35,2069.34,150.37,769.23,446.15,1359.8,2157.43,2052.53,2510.92,215.17,819.16,721.36,1083.03
3727,193.15857,860.365,0,0.12211,0.01944,0,0,92.38,250.83,596.29,565.27,813.16,1015.77,967.31,192.26,305.36,711.35,570.96,642.51,935.18,935.18,154.94,438.54,730.91,2836.4,3250.37,3007.85,3928.97,151.48,604.28,478.52,2443.5,3553.25,3518.33,3782.65,143.15,498.31,543.08,2893.83,3621.66,2918.18,2999.1
3758,194.06327,1091.925,0,0.66913,0.10551,0,0,960.43,2913.4,6214.33,9190.92,9193.95,9179.83,10303.66,810.25,2466.98,6552.74,8239.61,8111.35,9795.49,9795.49,877.33,2871.16,5815.4,10210.71,8111.37,9171.46,685.58,865.45,2640.32,5742.54,8501.84,9568.36,899.67,2531.07,802.14,2941.53,5986.01,8004,9253.12,8232.95,3467.22
3782,194.16497,79.623,0,0.75646,0.04778,0,0,151.09,0,0,0,442.7,0,0,0,0,0,0,0,0,0,0,0,196.93,742.13,310.64,1786.57,403.89,0,160.18,0,365.47,0,0,1187.35,0,0,0,0,0,306.09,836.74
3805,195.06506,739.649,1,0.11779,0.11215,0,0,1227.26,3285.55,6837.14,7065.93,7175.03,6619.16,6178.68,6280.01,7140.12,6676.26,5712.44,6378.51,5121.65,5121.65,6870.16,6185.2,8047.81,3111.3,3878.97,3345.85,3135.8,6198.88,7814.81,7125.08,2342.64,2211.99,2223.94,2466.89,6383.15,6513.23,7132.6,6455.98,1576.03,1955.98,2015.26
3806,195.06507,617.601,0,0.30377,0.41104,0,0,1335.96,3480.59,7897.27,7564.83,8898.89,7876.43,7013.84,3368.38,3932.19,2925.27,2804.51,2555.5,2023.78,2023.78,3677.16,3642.21,3539.49,4083.99,3812.93,4183.98,3604,3685.01,4232.49,3132.83,3179.3,1934.5,2821.6,2622.17,3047.45,3129.15,3991.94,1721.18,1399.65,2224.33,2199.45
3809,195.06508,525.647,0,0.76884,0.71664,0,0,1466.2,3308.24,8231.15,7909.8,7645.48,7114.96,6233.04,2721.26,3788.66,2724.46,2191.7,2951.03,2099.64,2099.64,3392.65,3383.4,3055.47,4509.92,4484.15,3911.42,3546.1,3008.16,3528.39,3418.96,2945.59,2592.1,2200.65,2204.96,3204.31,3528.08,3392.62,2572.62,1503.35,1842.66,2342.44
3836,195.12249,1291.57,0,0.67097,0.69611,0,0,732.94,2132.84,4930.33,7070.29,7962.68,10348,7677.73,509.05,1754.68,4401.29,6025.93,5402.8,5517.19,5517.19,587.88,2158.79,4697.53,6107.25,6923.35,7022.04,7256.32,696.36,2812.95,4059.67,6711.34,1890.29,6314.46,6501.63,529.52,2319.02,5161.77,5567.65,5613.35,5178.5,6407.39
3879,196.06024,463.9285,0,0.00022,0,0,0,116.1,219.52,626.15,281.06,0,243.96,362.67,46.49,47.48,37.3,0,0,0,0,56.39,71.65,96.87,104.81,228.36,699.65,4131.16,40.36,69.52,0,160.52,209.14,839.39,6146.57,64.35,53.11,84.82,171.32,360.36,748.53,4936.96
3888,196.07983,165.029,0,0.09099,0.00547,0,0,131.25,679.47,675.84,3514.36,1072.72,1383.2,2695.81,139.35,744.26,609.43,2169.64,1961.53,2568.65,2568.65,142.49,511.79,477.52,3257.71,4418.26,5206.39,11094.12,121.16,751.51,701.63,4806.48,4386.83,6729.52,12663.9,99.86,606.07,853.18,4498.12,5319.12,1351.44,11990.91
3912,196.14436,171.6745,0,0.72346,0.03232,0,0,75.26,892.9,582.32,1472.63,1269.41,4754.63,1617.87,44.83,1036.92,495.38,2086.46,1332.67,1938.49,1938.49,40.32,1003.84,627.72,2952.42,933.48,1155.76,1530.34,31.89,1314.12,710.17,1301.83,4225.07,5046.23,7798.08,34.42,986.49,759.31,1174.9,1681.54,882.76,6209.93
3920,196.55427,730.9,0,0.00315,0.52097,0,0,0,0,0,0,0,0,0,376.94,239.77,592.07,552.28,0,0,0,458.56,638.6,457.17,0,0,0,0,810.01,261.02,724.41,0,0,0,0,744.32,513.36,0,442.08,0,0,0
3937,197.07637,640.919,0,0.09577,0.08005,0,0,197.23,471.41,878.98,1157.34,1036.82,1457.37,663.57,315.47,336.38,915.27,1048.39,262.12,835.02,835.02,59.51,398.07,1389.02,735.9,2017.74,776.25,2759.69,307.33,429.07,1168.03,1102.36,1149.95,2127.74,2068.23,294.24,559.2,738.54,1176.46,1722.18,2080.12,1788.15
3938,197.08068,589.3485,0,0.08399,0.09386,0,0,109.73,263.67,470.41,437.98,502.76,687.64,526.04,3626.88,3624.74,3026.59,2494.8,2154.34,2655.21,2655.21,3952.03,3224.05,4099.26,752.95,531.96,243.77,997.05,3281.87,4057.23,3635.18,1564.05,607.04,260.57,608.3,3506.52,3553.1,3903.44,1098.53,1107.72,831.75,769.71
3949,197.1171,655.098,0,0.25866,0.02515,0,0,131.27,297.54,1024.72,237.98,765.81,1080.29,891.27,989.51,1358.48,1701.11,875.68,704.21,1439.13,1439.13,1146.71,1300.98,1998.35,1853.76,3166.02,3223.25,4127.87,1030.04,1679.54,2053.4,1952.65,2576.56,3905.25,3490.22,1078.51,1383.96,2099.27,2163.37,3751.88,2233.68,4219.66
3965,197.16481,81.1056,0,0.5164,0.28093,0,0,729.35,216.76,1134.09,903.01,932.8,1320.97,0,135.68,564.62,1050.64,0,0,0,0,118.48,322.74,852.42,1496.42,0,0,889.93,218.35,144.02,432.53,400.56,0,780.1,1045.29,99.03,120.87,750.57,317.72,704.27,398.87,876.12
3966,197.20112,79.864,0,0.5164,0.28093,0,0,728.67,216.56,1133.04,902.17,931.93,1319.74,0,135.55,564.09,1049.66,0,0,0,0,118.37,322.44,851.63,1495.03,0,0,889.1,218.15,143.89,432.13,400.18,0,779.37,1044.32,98.93,120.76,749.87,317.42,703.61,398.5,875.3
3984,198.07592,285.0605,0,0.28012,0.66315,0,0,99.64,332.26,925.21,791.99,789.91,484.86,1103.42,3660.64,1827.87,3415.55,2530.57,1975.5,2817.49,2817.49,4438,2824.83,2185.83,2516.56,2450.35,2490.54,3211.74,3738.1,3837.32,3832.98,2739.96,3840.32,2709.97,2719.2,3788.48,2987.95,4026.82,3329.02,2697.23,2027.89,2701.01
3985,198.07593,482.989,0,0.02356,0.00402,0,0,76.87,229.91,655.63,340.54,280.1,719.45,584.48,145.18,270.76,624.7,332.38,515.91,513.93,513.93,189.17,287.41,720.19,1292.2,3506.3,3265.68,4888.05,123.35,249.69,496.78,1484.82,2013.72,2444.77,3199.65,170.81,219.23,496.54,609.4,1985.65,2395.51,3732.53
3987,198.07597,93.4189,0,0.43313,0.55797,0,0,36.29,494.09,1102.43,4660.14,5321.68,6051.11,586.01,1019.6,1085.59,2192.7,9141.62,7147.48,7815.26,7815.26,984.86,1017.09,2593.17,7710.92,12233.48,13383.51,5636.74,967.1,1015.75,2000.69,2394.8,8976.14,6149.37,6414.64,980.01,1180.26,2154.21,7730.07,3310.68,14598.45,6217.55
4012,199.02109,146.554,0,0.1768,0.00413,0,0,7.6,62.26,77.02,1149.14,839.91,788.71,1412.81,11.18,18.14,164.91,99.52,0,0,0,21.19,22.99,56.41,1949.58,3370.62,3539.49,4518.66,0,18.48,87.45,2406.96,1921.95,2654.38,3150.42,5.91,25.42,190.19,1361.08,2149.18,2421.82,3387.06
4161,201.02212,64.3145,0,0.38081,0.70969,0,0,149.59,249.49,916.54,1586.69,1916.38,2075.81,1894.51,15423.82,6890.51,3534.47,4830.93,5823.02,5065.07,5065.07,12216.97,7196.8,4192.79,3767.09,4752.58,926.58,8204.5,10064.91,7040.54,3575.72,4518.58,5033.38,737.97,8717.86,15721.39,6023.25,3855.54,798.78,5944.85,738.88,518.27
